VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 4S4BSAHC2J3201174,Subaru,Outback,2.5i Premium,2018,28119, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,27998,4, PA,28.5
 1C6RR7LG1JS258202,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2018,17412, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,36998,4, WI,19.5
 3FA6P0H77HR358754,Ford,Fusion,SE FWD,2017,89462, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,16995,5, TX,26.5
 19XFC2F6XKE018962,Honda,Civic,LX Sedan CVT,2019,13142, Automatic,FWD,Gas,Black,Gray,2,1,Personaluse,19966,3, GA,34.0
 5UXCR6C06M9G65229,BMW,X5,xDrive40i,2021,18618, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,63000,1, TX,23.0
 1FADP5CU7GL101513,Ford,C-Max,Energi SEL,2016,91631, Automatic,FWD,Hybrid,Blue,Black,0,1,Personaluse,15250,6, TX,39.5
 1FTEW1EP8KFA08914,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,57954, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,36346,3, CA,20.5
 SHHFK8G78KU205980,Honda,Civic,Type R Manual,2019,31743, Manual,FWD,Gas,White,Red,0,1,Personaluse,39991,3, CA,25.0
 1GKKNXLS0MZ232054,GMC,Acadia,Denali AWD,2021,13351, Automatic,AWD,Gas,Green,Black,0,1,Personaluse,45695,1, NY,22.5
 3PCAJ5BB2MF103893,INFINITI,QX50,LUXE AWD,2021,15008, Automatic,AWD,Gas,Blue,Beige,0,1,Personaluse,39000,1, MO,25.0
 WDDHF5KB6EA878326,Mercedes-Benz,E-Class,E 350 Sport Sedan RWD,2014,80180, Automatic,RWD,Gas,Gray,Gray,1,3,Personaluse,20995,8, KY,25.5
 1G1ZD5ST4LF094216,Chevrolet,Malibu,LT,2020,58667, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,18900,2, IL,32.5
 2C4RDGEG0KR693655,Dodge,Grand Caravan,GT,2019,65755, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,20591,3, MD,21.0
 2GNAXUEV4L6223396,Chevrolet,Equinox,LT with 1LT AWD,2020,51733, Automatic,AWD,Gas,Black,Black,1,1,Fleetuse,25678,2, NC,27.5
 WDDEJ7EBXCA029516,Mercedes-Benz,CL,63 AMG RWD,2012,59146, Automatic,RWD,Gas,Black,Black,0,3,Fleetuse,42990,10, GA,18.5
 5N1DL0MMXJC502872,INFINITI,QX60,3.5 AWD,2018,29115, Automatic,AWD,Gas,White,Gray,0,2,Fleetuse,33998,4, IN,22.5
 1GCHTCEA3J1102482,Chevrolet,Colorado,LT Extended Cab Standard Box 4WD Automatic,2018,42139, Automatic,4WD,Gas,Green,Black,0,1,Personaluse,28244,4, TX,21.5
 WBAJA7C51KG912077,BMW,5 ,530i xDrive,2019,51513, Automatic,AWD,Gas,Silver,Black,0,1,Fleetuse,33998,3, TX,28.0
 WDBSK71F07F128324,Mercedes-Benz,SL,SL 550 V8 Roadster,2007,61769, Automatic,RWD,Gas,Blue,Gray,1,2,Personaluse,22990,15, CA,18.0
 1N4BL4DV7LC236392,Nissan,Altima,2.5 SV FWD,2020,25730, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,25998,2, KY,33.5
 NMTKHMBX6JR013111,Toyota,C-HR,XLE FWD,2018,60370, Automatic,FWD,Gas,Gray,Black,2,2,Personaluse,23497,4, TN,29.0
 3C4NJDBBXKT648556,Jeep,Compass,Latitude 4WD,2019,63174, Manual,4WD,Gas,Gray,Black,0,1,Personaluse,20990,3, NC,26.5
 5TDZKRFH2ES008110,Toyota,Highlander,LE Plus V6 FWD,2014,41471, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,27998,8, AZ,22.0
 4T1B61HKXJU029756,Toyota,Camry,XSE I4 Automatic,2018,115656, Automatic,FWD,Gas,White,Red,0,1,Personaluse,23750,4, CA,33.5
 1FT7W2BTXNEC82657,Ford,Super Duty F-250,LARIAT Crew Cab 6.75' Box 4WD,2022,14264, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,79998,0, OR,22.0
 1FMCU9BZ9LUA80389,Ford,Escape,Hybrid SE Sport AWD,2020,20548, Automatic,AWD,Hybrid,White,Gray,0,2,Fleetuse,32998,2, FL,40.0
 4T1BD1FK9EU116272,Toyota,Camry,2014 Hybrid LE,2014,180760, Automatic,FWD,Hybrid,White,Gray,0,1,Personaluse,10995,8, SC,41.0
 3FA6P0HD0FR118979,Ford,Fusion,SE FWD,2015,38224, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,18998,7, TX,28.0
 2HKRM4H52FH636062,Honda,CR-V,EX AWD,2015,81486, Automatic,AWD,Gas,Black,Black,1,2,Personaluse,20998,7, TX,29.5
 1G1FH1R72J0115542,Chevrolet,Camaro,SS with 2SS Coupe,2018,46120, Automatic,RWD,Gas,White,Black,0,2,Personaluse,38500,4, TX,20.5
 1C6RR6FM5HS747384,Ram,1500,"Tradesman Quad Cab 6'4"" Box 2WD",2017,55955, Automatic,RWD,Diesel,White,Gray,1,2,Personaluse,25998,5, NM,21.0
 1FMJK1NT8LEA43575,Ford,Expedition,Max King Ranch RWD,2020,74856, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,52998,2, TX,20.0
 3VV2B7AX3KM006089,Volkswagen,Tiguan,SE 4MOTION,2019,25556, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,31988,3, NJ,25.0
 1FA6P8CFXM5137675,Ford,Mustang,GT Fastback,2021,1975, Manual,RWD,Gas,Black,Black,0,1,Personaluse,42998,1, AR,19.5
 WAUBFGFF8F1005460,Audi,A3,Premium Sedan 2.0T quattro,2015,34373, Automatic,AWD,Gas,Silver,Black,0,3,Personaluse,24998,7, MT,28.5
 1GKKNXLS7KZ230802,GMC,Acadia,Denali AWD,2019,67219, Automatic,AWD,Gas,White,Black,0,1,Personaluse,33998,3, VA,21.0
 WDDZF4KB0KA512419,Mercedes-Benz,E-Class,E 300 Sedan 4MATIC,2019,48896, Automatic,AWD,Gas,White,Black,1,1,Personaluse,44000,3, MI,25.0
 1FMEE5DH7NLA73713,Ford,Bronco,Badlands 4 Door Advanced 4WD,2022,1578, Manual,4WD,Gas,Blue,Black,0,1,Personaluse,62990,0, MI,16.5
 5TDDZRFH0KS919893,Toyota,Highlander,Limited V6 AWD,2019,29980, Automatic,AWD,Gas,Green,Beige,0,1,Personaluse,39000,3, VA,23.0
 5NPE24AF9JH695013,Hyundai,Sonata,SE 2.4L (SULEV),2018,45495, Automatic,FWD,Gas,Gray,Gray,1,2,Personaluse,21000,4, TX,30.5
 1C6RR7LT8HS503388,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2017,65553, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,32998,5, TX,19.5
 5N1AR2MM5FC652862,Nissan,Pathfinder,S 4WD,2015,81460, Automatic,4WD,Gas,Blue,Black,1,2,Personaluse,15950,7, VA,22.5
 WBA8E5G5XGNU19938,BMW,3 ,320i xDrive Sedan,2016,102039, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,16464,6, AZ,29.0
 2T2BK1BA9DC221506,Lexus,RX,RX 350 AWD,2013,87113, Automatic,AWD,Gas,Black,Black,0,3,Fleetuse,22371,9, IN,21.0
 1V2WR2CA2KC576866,Volkswagen,Atlas,V6 SE with Technology 3.6L FWD,2019,51322, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,32000,3, CA,20.5
 2HGFC1F76GH651247,Honda,Civic,EX-L Sedan CVT,2016,90341, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,17999,6, TX,36.5
 3C4NJDDB9LT177403,Jeep,Compass,Trailhawk 4WD,2020,47463, Automatic,4WD,Gas,White,Black,0,1,Personaluse,25097,2, TX,26.0
 3FA6P0UU5GR375224,Ford,Fusion,Hybrid S FWD,2016,76921, Automatic,FWD,Hybrid,White,Gray,1,2,Personaluse,18000,6, OH,42.5
 3FA6P0LU8KR101400,Ford,Fusion,Hybrid SE FWD,2019,41694, Automatic,FWD,Hybrid,White,Gray,0,1,Personaluse,24390,3, FL,42.0
 JN1BJ1CR2KW627887,Nissan,Rogue Sport,SV AWD,2019,27278, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,25998,3, TN,27.0
 1FTFW1E54KFB70400,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,30778, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,39500,3, TX,20.5
 3N1AB7AP0KY307828,Nissan,Sentra,SR CVT,2019,63590, Automatic,FWD,Gas,Blue,Black,1,3,Personaluse,19998,3, OR,33.0
 1GCVKREC8GZ133330,Chevrolet,Silverado 1500,LT Double Cab Standard Box 4WD,2016,64120, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,31998,6, CO,19.5
 1C6RR7KT8JS176899,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",2018,56003, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,33998,4, GA,19.5
 KMHTC6AD0HU307175,Hyundai,Veloster,Base DCT,2017,54718, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,17989,5, TX,31.5
 4T1B61HK6KU826944,Toyota,Camry,XSE Automatic,2019,32856, Automatic,FWD,Gas,Silver,Red,0,1,Personaluse,30998,3, CO,33.5
 KNMAT2MT3KP510543,Nissan,Rogue,SV FWD,2019,61730, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,21590,3, CA,29.5
 1N4AL3AP5FC473088,Nissan,Altima,2.5 S,2015,87494, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,14990,7, GA,32.5
 WBAPH77509NM28987,BMW,3 ,328i Sedan,2009,131490, Automatic,RWD,Gas,White,Black,0,2,Personaluse,9577,13, CA,23.0
 1C4RJFJG3FC882937,Jeep,Grand Cherokee,Summit 4WD,2015,99175, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,25998,7, CT,20.5
 5TFDY5F16MX986512,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2021,21287, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,46998,1, IL,15.0
 JTJHY7AX0H4234401,Lexus,LX,LX 570,2017,56968, Automatic,4WD,Gas,White,Black,0,2,Personaluse,65495,5, TX,15.5
 1C4HJXDG1MW644531,Jeep,Wrangler,Unlimited Willys,2021,49667, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,43998,1, FL,20.0
