,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state
6006, WBXHT3Z3XJ4A66886,BMW,X1,xDrive28i AWD,2018,40361,22.0,31.0, Automatic,AWD,Gas,Gray,Black,1,1,Personaluse,29981,4, UT
6007, 1C4SDJCT5FC786667,Dodge,Durango,R/T AWD,2015,99946,14.0,22.0, Automatic,AWD,Gas,White,Black,0,3,Personaluse,27998,7, CA
6008, SALRT2RV6JA061351,Land Rover,Rover Discovery,HSE Luxury V6 Supercharged,2018,52713,16.0,21.0, Automatic,4WD,Diesel,Black,Black,0,2,Personaluse,44195,4, AZ
6009, SALWV2SVXKA820995,Land Rover,Rover Range Rover Sport,V6 Supercharged HSE Dynamic,2019,46947,17.0,23.0, Automatic,4WD,Diesel,Black,Red,1,1,Personaluse,72625,3, TX
6010, WP1AA2A5XLLB12474,Porsche,Macan,AWD,2020,16417,20.0,25.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,56888,2, TX
6011, WBA4W9C50KAF98597,BMW,4 ,440i xDrive Coupe,2019,36301,21.0,31.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,38998,3, NM
6012, 2T3W1RFV7LW075499,Toyota,RAV4,XLE FWD,2020,27495,28.0,35.0, Automatic,FWD,Gas,White,Black,1,2,Personaluse,32998,2, IL
6013, 1C6RD7GT6CS305670,Ram,1500,"Big Horn Quad Cab 6'4"" Box 4WD",2012,19347,13.0,19.0, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,27998,10, FL
6014, 4S3GKAJ61K1600766,Subaru,Impreza,2.0i Sport 4-door Manual,2019,46782,23.0,31.0, Manual,AWD,Gas,White,Black,0,2,Personaluse,23998,3, MI
6015, 5UXCR6C52KLK87645,BMW,X5,xDrive40i,2019,36192,20.0,26.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,51998,3, NV
6016, LRBFXBSA7LD036139,Buick,Envision,Preferred FWD,2020,23030,22.0,29.0, Automatic,FWD,Gas,Black,Beige,1,1,Personaluse,28998,2, IL
6017, 4S4BSANC4G3276018,Subaru,Outback,2.5i Limited (PZEV),2016,165672,25.0,33.0, Automatic,AWD,Gas,Red,Gray,0,2,Personaluse,12995,6, GA
6018, JA4AZ3A30HZ056073,Mitsubishi,Outlander,SEL S-AWC,2017,66209,24.0,29.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,18590,5, FL
6019, WA1AAAF73HD027641,Audi,Q7,Premium 3.0 TFSI,2017,53639,19.0,25.0, Automatic,AWD,Gas,White,Beige,1,1,Personaluse,35998,5, CA
6020, 5XYZT3LB7EG167471,Hyundai,Santa Fe Sport,Base 2.4L FWD,2014,42426,20.0,27.0, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,17990,8, CA
6021, 2C4RDGEG4LR168910,Dodge,Grand Caravan,GT Wagon,2020,60270,17.0,25.0, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,24590,2, TX
6022, 3C6UR5SL5KG582923,Ram,2500,"Limited Crew Cab 6'4"" Box 4WD",2019,36685,21.0,28.0, Automatic,4WD,Diesel,Black,Black,0,2,Personaluse,73998,3, TX
6023, 1V2WE2CA8MC230884,Volkswagen,Atlas  Sport,3.6L V6 SE with Technology FWD,2021,5660,18.0,23.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,38998,1, WA
6024, 1C4BJWCG3GL152879,Jeep,Wrangler,Rubicon,2016,48992,17.0,21.0, Manual,4WD,Gas,Silver,Black,0,1,Personaluse,30998,6, OH
6025, 1FMCU0J90HUB46624,Ford,Escape,Titanium FWD,2017,72955,23.0,30.0, Automatic,FWD,Gas,Red,Gray,0,3,Fleetuse,19998,5, TX
6026, 2FMPK4AP3JBB35156,Ford,Edge,Sport AWD,2018,28756,17.0,24.0, Automatic,AWD,Gas,Black,Black,0,2,Fleetuse,30990,4, FL
6027, 1GYFZER43KF115219,Cadillac,XT4,Sport FWD,2019,30465,24.0,30.0, Automatic,FWD,Gas,Blue,Red,0,1,Personaluse,35500,3, KS
6028, JM3KFBDM9L1867810,Mazda,CX-5,Grand Touring AWD,2020,7282,24.0,30.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,32488,2, SC
6029, 3LN6L5F9XKR613987,Lincoln,MKZ,Reserve II AWD,2019,44185,20.0,29.0, Automatic,AWD,Gas,Blue,Black,0,2,Fleetuse,30998,3, CA
6030, 1FADP3F25JL215760,Ford,Focus,SE Sedan,2018,49878,30.0,40.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,15599,4, OR
6031, KNDPMCAC4K7581638,Kia,Sportage,LX AWD,2019,52653,21.0,25.0, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,21990,3, NJ
6032, 1C6RR7FT8JS327735,Ram,1500,"Express Quad Cab 6'4"" Box 4WD",2018,85032,16.0,23.0, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,29475,4, TX
6033, 1FT7W2BTXJEB79233,Ford,Super Duty F-250,Lariat 4WD Crew Cab 8' Box,2018,76446,18.0,26.0, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,59760,4, NJ
6034, KNAGM4A72F5649975,Kia,Optima,LX,2015,79684,23.0,34.0, Automatic,FWD,Gas,White,Black,1,1,Personaluse,15990,7, CA
6035, 1C4PJMDX0LD649773,Jeep,Cherokee,Limited 4WD,2020,63946,19.0,27.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,27998,2, KY
6036, 1GKS2HKJ8LR195972,GMC,Yukon,XL Denali 4WD,2020,75737,14.0,20.0, Automatic,4WD,Gas,Gray,Black,1,1,Fleetuse,52950,2, FL
6037, WVGBV7AX5GW587670,Volkswagen,Tiguan,S 4MOTION Auto,2016,70049,20.0,26.0, Automatic,AWD,Gas,Blue,Beige,0,2,Fleetuse,17500,6, NY
6038, JTEBU5JR2G5406605,Toyota,4Runner,Limited V6 4WD,2016,88171,17.0,21.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33998,6, OR
6039, 5XXGU4L34JG239986,Kia,Optima,EX,2018,73739,24.0,34.0, Automatic,FWD,Gas,Black,Gray,0,2,Personaluse,20998,4, TN
6040, 1G11Z5S33LU112585,Chevrolet,Impala,LT with 1LT,2020,55205,19.0,28.0, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,25725,2, TX
6041, MAJ3S2KE3KC251212,Ford,EcoSport,Titanium FWD,2019,54367,27.0,29.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,19990,3, MO
6042, 1GYKPGRS6LZ137066,Cadillac,XT6,Sport AWD,2020,25494,17.0,24.0, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,50999,2, ME
6043, 5J6RM3H77EL028554,Honda,CR-V,EX-L with Navigation FWD,2014,74896,23.0,31.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,20998,8, TX
6044, WDDPK3JAXKF158062,Mercedes-Benz,SLC,SLC 300,2019,27336,23.0,32.0, Automatic,RWD,Gas,Gray,Red,0,2,Personaluse,48900,3, TN
6045, 2GKALMEK9F6400043,GMC,Terrain,SLE-1 FWD,2015,89336,22.0,32.0, Automatic,FWD,Gas,Black,Gray,1,2,Personaluse,17998,7, TX
6046, 1FTFW1ED7MFC03741,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2021,11363,19.0,24.0, Automatic,4WD,Hybrid,Black,Black,0,1,Personaluse,65998,1, GA
6047, 2C3CDZFJ7MH649791,Dodge,Challenger,R/T Scat Pack RWD,2021,5932,14.0,23.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,47802,1, WA
6048, 1FTBF2A68HEF27496,Ford,Super Duty F-250,XLT Regular Cab 8' Bed RWD,2017,163352,18.0,26.0, Automatic,RWD,Gas,White,Gray,0,1,Fleetuse,20999,5, GA
6049, WDDPK4HA6FF103822,Mercedes-Benz,SLK,SLK 250 Roadster,2015,34542,22.0,32.0, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,27990,7, IN
6050, 5UXTY9C07LLE59651,BMW,X3,M40i AWD,2020,32142,21.0,27.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,52113,2, IL
6051, ZACCJBBB1HPF46641,Jeep,Renegade,Latitude 4WD,2017,52845,21.0,29.0, Automatic,4WD,Gas,Gray,Black,1,1,Personaluse,19998,5, TX
6052, 5TDYKRFH8GS171987,Toyota,Highlander,Limited V6 FWD,2016,40738,19.0,25.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,31998,6, TX
6053, 5YJYGAEE9MF261384,Tesla,Model Y,Long Range AWD,2021,22848,117.0,131.0, Automatic,AWD,Electric,White,Black,0,1,Personaluse,66990,1, CA
6054, WP1AB2A50GLB54607,Porsche,Macan,S AWD,2016,41216,17.0,23.0, Automatic,AWD,Gas,Gray,Gray,0,2,Personaluse,40998,6, VA
6055, 1FM5K8D80JGA74991,Ford,Explorer,XLT 4WD,2018,50222,16.0,22.0, Automatic,4WD,Gas,White,Gray,0,1,Fleetuse,29995,4, CA
6056, 1N4AL3AP2DC276327,Nissan,Altima,2.5 S Sedan,2013,66617,27.0,38.0, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,16998,9, CA
6057, KNDJN2A23K7680391,Kia,Soul,Base Automatic,2019,57279,26.0,31.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,17911,3, WA
6058, 5TFCZ5AN7MX259642,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 4WD Automatic,2021,43482,18.0,22.0, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,41590,1, FL
6059, 3N1CE2CP6HL379090,Nissan,Versa,Note 1.6 SR CVT,2017,29731,31.0,39.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,16990,5, NJ
6060, 4T1BF1FK6GU121247,Toyota,Camry,SE I4 Automatic,2016,89612,25.0,35.0, Automatic,FWD,Gas,Blue,Gray,0,2,Fleetuse,16994,6, FL
6061, 1C4HJXEG9JW206754,Jeep,Wrangler,Unlimited Sahara (JL),2018,34096,17.0,23.0, Manual,4WD,Gas,Black,Black,0,1,Fleetuse,41998,4, FL
6062, WP0AC2A70EL073328,Porsche,Panamera,Turbo,2014,57250,15.0,24.0, Automatic,AWD,Gas,Brown,Black,0,3,Personaluse,60900,8, TN
6063, 1C4PJMAB0GW232284,Jeep,Cherokee,Sport 4WD,2016,54562,21.0,28.0, Automatic,4WD,Gas,Black,Black,0,3,Fleetuse,21998,6, CA
6064, WD3PE7DD6GP316939,Mercedes-Benz,Sprinter  ,2500 Standard Roof SWB RWD,2016,43037,17.0,25.0, Automatic,RWD,Diesel,Black,Black,0,3,Personaluse,39995,6, FL
6065, ZACNJAD17LPL12310,Jeep,Renegade,Limited FWD,2020,24420,24.0,32.0, Automatic,FWD,Gas,Blue,Black,0,1,Fleetuse,25950,2, IN
6066, 1FATP8UH3H5282548,Ford,Mustang,EcoBoost Premium Convertible,2017,44943,21.0,27.0, Automatic,RWD,Gas,Silver,White,0,3,Personaluse,27950,5, TX
6067, 1C6SRFCT7KN537405,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2019,38691,19.0,24.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,34998,3, TX
6068, WBA3A5C55EP600779,BMW,3 ,328i Sedan,2014,110965,23.0,35.0, Automatic,RWD,Gas,White,Beige,0,3,Fleetuse,12500,8, ID
6069, 5UXKR0C53G0S86571,BMW,X5,xDrive35i AWD,2016,58716,18.0,24.0, Automatic,AWD,Gas,Gray,Brown,0,2,Personaluse,29700,6, CA
6070, 1C4RJFBG8JC122686,Jeep,Grand Cherokee,Limited 4WD,2018,42212,18.0,25.0, Automatic,4WD,Gas,Red,Beige,0,1,Personaluse,32000,4, CO
6071, 1GYKPDRS4LZ104839,Cadillac,XT6,Premium Luxury AWD,2020,30337,17.0,24.0, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,46900,2, MD
6072, 1GCVKSEC5HZ393144,Chevrolet,Silverado 1500,LTZ Double Cab Standard Box 4WD,2017,19564,16.0,22.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,40590,5, MD
6073, 5N1DL0MN1KC529761,INFINITI,QX60,2019.5 PURE FWD,2019,47183,19.0,26.0, Automatic,FWD,Gas,Black,Gray,0,2,Personaluse,31400,3, TX
6074, WA1ECCFS0JR011093,Audi,Q3,Premium quattro,2018,42327,20.0,28.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,29998,4, TX
6075, 1GT49ME79NF153694,GMC,Sierra 2500HD,SLE Crew Cab Standard Bed 4WD,2022,8978,21.0,26.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,56998,0, NJ
6076, 1C4JJXSJ9MW785556,Jeep,Wrangler,Unlimited Rubicon 392,2021,5030,13.0,17.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,84998,1, FL
6077, JN8AT2MV6JW325431,Nissan,Rogue,SL AWD,2018,65514,25.0,32.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,22990,4, NJ
6078, WBXJG7C03M5T30733,BMW,X1,sDrive28i,2021,22022,24.0,33.0, Automatic,FWD,Gas,Gray,Beige,0,1,Personaluse,36998,1, TX
6079, 2C4RDGEG6KR640653,Dodge,Grand Caravan,GT,2019,57143,17.0,25.0, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,26725,3, MI
6080, 5NPE34AF6KH793009,Hyundai,Sonata,Limited 2.4L,2019,30478,25.0,33.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,25998,3, TX
6081, 4T1BF1FK9CU077707,Toyota,Camry,LE I4 Automatic,2012,81765,25.0,35.0, Automatic,FWD,Gas,Beige,Beige,0,1,Personaluse,14990,10, IL
6082, 3C6JR7AT3GG385143,Ram,1500,"Express Regular Cab 6'4"" Box 4WD",2016,81142,16.0,23.0, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,24998,6, PA
6083, 1C6RR7FG6GS398850,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2016,48736,16.0,23.0, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,27998,6, CA
6084, WDDZF6EB5JA477124,Mercedes-Benz,E-Class,AMG E 43 Sedan 4MATIC,2018,49324,21.0,28.0, Automatic,AWD,Gas,White,Black,0,2,Personaluse,51991,4, TX
6085, 1G1FA1RX3H0169267,Chevrolet,Camaro,LS with 1LS Coupe,2017,24138,20.0,30.0, Manual,RWD,Gas,Red,Black,0,3,Personaluse,24590,5, CA
6086, 1G6AZ5S39E0191703,Cadillac,CTS,Premium Sedan 3.6 AWD,2014,46269,18.0,26.0, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,26990,8, NC
6087, 5TDYY5G15KS073128,Toyota,Sequoia,Platinum RWD,2019,105319,13.0,17.0, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,40998,3, AZ
6088, 5YJ3E1EA4LF631460,Tesla,Model 3,Standard Range Plus RWD,2020,16971,132.0,148.0, Automatic,RWD,Electric,White,Black,0,1,Personaluse,51998,2, GA
6089, WDDGJ4HB8DF995838,Mercedes-Benz,C-Class,C 250 Coupe RWD,2013,58335,21.0,31.0, Automatic,RWD,Gas,Red,Beige,0,4,Fleetuse,17451,9, TX
6090, 3FA6P0HD0ER227828,Ford,Fusion,SE FWD,2014,112086,22.0,34.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,13499,8, FL
6091, 4T1G11AK1MU561657,Toyota,Camry,SE Nightshade Automatic,2021,35367,28.0,39.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,27190,1, CA
6092, JM3KFBDM2K0686200,Mazda,CX-5,Grand Touring AWD,2019,23881,24.0,30.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,30900,3, TX
6093, 3C4PDCBB2KT816040,Dodge,Journey,SE FWD,2019,22064,19.0,25.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22998,3, FL
6094, WA1VAAF77HD016434,Audi,Q7,Prestige 3.0S TFSI,2017,85941,19.0,25.0, Automatic,AWD,Gas,Blue,Beige,0,2,Personaluse,35998,5, TX
6095, 3MW5R7J06M8B87370,BMW,3 ,330i xDrive,2021,2193,25.0,34.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,42075,1, FL
6096, 2HKRW1H56KH512055,Honda,CR-V,EX FWD,2019,24293,28.0,34.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,30998,3, TX
6097, 5TFRZ5CN2GX009155,Toyota,Tacoma,TRD Sport Access Cab 6.1' Bed V6 RWD Automatic,2016,18417,19.0,24.0, Automatic,RWD,Gas,Red,Black,0,3,Personaluse,32998,6, NC
6098, 5NPE34AB5FH127603,Hyundai,Sonata,Limited 2.0T,2015,87880,21.0,31.0, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,17990,7, CA
6099, 1C4NJCCB6FD274936,Jeep,Compass,Limited FWD,2015,45910,21.0,28.0, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,18251,7, IN
6100, 2GNFLEEK0H6191048,Chevrolet,Equinox,LS AWD,2017,54985,20.0,28.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,20998,5, TX
6101, JM3KFBCM7K0591729,Mazda,CX-5,Touring AWD,2019,34217,24.0,30.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28500,3, NC
6102, 3N1CB7AP9HY366961,Nissan,Sentra,SR Turbo CVT,2017,32289,27.0,33.0, Automatic,FWD,Gas,Red,Black,0,2,Personaluse,19590,5, CA
6103, ZACNJCBB8MPN11391,Jeep,Renegade,Latitude FWD,2021,16479,22.0,30.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,25990,1, SC
6104, WDDHF6HB9GB251341,Mercedes-Benz,E-Class,E 400 4MATIC Sedan,2016,57255,20.0,28.0, Automatic,AWD,Gas,Black,Black,0,2,Fleetuse,30998,6, TX
6105, WDDWK8EB0KF768709,Mercedes-Benz,C-Class,C 300 Cabriolet 4MATIC,2019,39185,21.0,29.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,49999,3, NY
6106, WVWHD7AJ3EW001669,Volkswagen,Golf GTI,Driver's Edition DSG (PZEV),2014,112683,24.0,32.0, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,13885,8, TN
6107, 2T1BURHE2GC697673,Toyota,Corolla,LE CVT,2016,145875,29.0,38.0, Automatic,FWD,Gas,Blue,Black,1,2,Personaluse,11885,6, MD
6108, 3KPFK4A70HE145999,Kia,Forte,LX Sedan Automatic,2017,52198,29.0,38.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,16998,5, GA
6109, 5GAKRBKD2GJ318508,Buick,Enclave,Leather FWD,2016,72554,15.0,22.0, Automatic,FWD,Gas,Black,Black,0,3,Fleetuse,23998,6, TX
6110, 1FADP5CU6DL541895,Ford,C-Max,Energi SEL,2013,68010,37.0,42.0, Automatic,FWD,Hybrid,Silver,Black,0,2,Personaluse,16998,9, CA
6111, 1FTFW1ET2BFC39454,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2011,68130,14.0,19.0, Automatic,4WD,Gas,Gray,Gray,0,3,Personaluse,22000,11, OH
6112, 1FTEW1EPXLFB46004,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,28234,14.0,19.0, Automatic,4WD,Gas,Blue,Black,0,1,Personaluse,45000,2, CA
6113, 3FTTW8F91NRA06560,Ford,Maverick,XLT SuperCrew AWD,2022,10500,22.0,29.0, Automatic,AWD,Gas,Black,Blue,0,2,Personaluse,34998,0, CA
6114, 3N1AB7AP4KY241039,Nissan,Sentra,S CVT,2019,48416,27.0,35.0, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,16999,3, FL
6115, JTEBU5JR5K5718443,Toyota,4Runner,SR5 4WD,2019,64753,17.0,20.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,35807,3, AL
6116, W1N0G8EB9NV371942,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,2022,3813,21.0,28.0, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,49395,0, WA
6117, 3GTP1UEC3FG296996,GMC,Sierra 1500,SLE Crew Cab Short Box 2WD,2015,82653,18.0,24.0, Automatic,RWD,Gas,White,Black,0,4,Personaluse,29998,7, CT
6118, SALWR2EF2GA108125,Land Rover,Rover Range Rover Sport,Dynamic V8,2016,63011,14.0,19.0, Automatic,4WD,Gas,Black,Gray,0,3,Personaluse,44595,6, CA
6119, 1VWAT7A38HC007654,Volkswagen,Passat,S 1.8T Auto,2017,82984,23.0,34.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,15590,5, CA
6120, 1C4RJECG9JC428885,Jeep,Grand Cherokee,Overland RWD,2018,79843,19.0,26.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,29990,4, FL
6121, LRBFXBSA6HD002555,Buick,Envision,Essence FWD,2017,24076,22.0,29.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,27998,5, FL
6122, JTHBA1BL4GA001660,Lexus,GS,GS 200t RWD,2016,43744,22.0,33.0, Automatic,RWD,Gas,Blue,Black,0,2,Fleetuse,27998,6, TX
6123, 2FMPK4J88JBB19141,Ford,Edge,SEL AWD,2018,63679,20.0,27.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,24998,4, TX
6124, 4JGFB4KB3LA140533,Mercedes-Benz,GLE,GLE 350 4MATIC,2020,14887,19.0,26.0, Automatic,AWD,Gas,Blue,Brown,0,1,Personaluse,55498,2, TX
6125, 2C4RC1BGXHR748044,Chrysler,Pacifica,Touring L,2017,41138,19.0,28.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,26982,5, TX
6126, 2T2ZZMCA7GC034070,Lexus,RX,RX 350 FWD,2016,33422,20.0,27.0, Automatic,FWD,Gas,Silver,Beige,0,2,Personaluse,34590,6, TX
6127, 4T1C11AKXNU036855,Toyota,Camry,LE Automatic FWD,2022,1685,28.0,39.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,29998,0, TX
6128, 2T3F1RFV1KW005317,Toyota,RAV4,LE AWD,2019,30543,27.0,34.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,30000,3, TN
6129, JTHBK1GG1F2158791,Lexus,ES,ES 350,2015,24296,21.0,31.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,27998,7, CA
6130, 3G1BC6SM7KS540548,Chevrolet,Cruze,LS with 1SB Hatchback,2019,47744,28.0,38.0, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,17590,3, CA
6131, 4T1C11AK6LU953160,Toyota,Camry,LE FWD Automatic,2020,24228,28.0,39.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,26990,2, NV
6132, SALWR2RU0KA869673,Land Rover,Rover Range Rover Sport,Turbo i6 MHEV HSE,2019,14441,19.0,25.0, Automatic,4WD,Diesel,White,Black,0,1,Personaluse,74998,3, OH
6133, JTEHT05J812008070,Toyota,Land Cruiser,4WD,2001,202690,13.0,16.0, Automatic,4WD,Gas,Beige,Black,0,5,Personaluse,15995,21, PA
6134, 4S4BTACC6L3103885,Subaru,Outback,2.5i Premium,2020,32895,26.0,33.0, Automatic,AWD,Gas,Gray,Beige,0,1,Personaluse,29998,2, NM
6135, 2T1BURHE1FC295027,Toyota,Corolla,LE Plus CVT,2015,103081,29.0,38.0, Automatic,FWD,Gas,Blue,Gray,0,3,Personaluse,14499,7, TX
6136, 2GNALAEK5E6133841,Chevrolet,Equinox,LS FWD,2014,101132,22.0,32.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,10995,8, MA
6137, 1FA6P8CF9K5110027,Ford,Mustang,GT Fastback,2019,32180,15.0,24.0, Manual,RWD,Gas,Red,Black,0,2,Fleetuse,35590,3, CA
6138, 5YFEPRAE1LP042249,Toyota,Corolla,LE CVT,2020,49228,30.0,38.0, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,22490,2, TX
6139, 1N4AL3AP0GC256517,Nissan,Altima,2.5 SR,2016,87411,26.0,37.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,16998,6, FL
6140, 1GTU9FEL3KZ413946,GMC,Sierra 1500,Denali Crew Cab Standard Box 4WD,2019,29091,15.0,21.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,55990,3, MI
6141, 1C6RR7LG0ES192277,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2014,87691,16.0,23.0, Automatic,4WD,Gas,White,Gray,0,2,Fleetuse,27998,8, WA
6142, 1N4AL3AP4FC158847,Nissan,Altima,2.5 SL,2015,57074,27.0,38.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19998,7, MO
6143, 1C4HJXDG6KW510269,Jeep,Wrangler,Unlimited Sport,2019,36360,17.0,23.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,37990,3, TX
6144, 5TDGZRAH4LS030665,Toyota,Highlander,XLE FWD,2020,18884,21.0,29.0, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,39998,2, VA
6145, 1C4RDJDG9LC260358,Dodge,Durango,GT Plus AWD,2020,52330,18.0,25.0, Automatic,AWD,Gas,White,Black,0,1,Fleetuse,34990,2, IL
6146, 1GNEVHKW8KJ176001,Chevrolet,Traverse,LT Leather with 3LT AWD,2019,59727,17.0,25.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,35998,3, CA
6147, JTMZFREV3HJ700986,Toyota,RAV4,LE FWD,2017,71836,23.0,30.0, Automatic,FWD,Gas,White,Black,0,3,Personaluse,21990,5, TX
6148, 3FADP4EJ0JM129608,Ford,Fiesta,SE Hatch,2018,57071,27.0,35.0, Manual,FWD,Gas,White,Black,0,1,Personaluse,14990,4, CA
6149, 1GNSKNKD1MR198905,Chevrolet,Tahoe,LT 4WD,2021,3550,16.0,20.0, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,68990,1, OH
6150, 19XFB2F56FE700639,Honda,Civic,LX Sedan CVT,2015,73367,30.0,39.0, Automatic,FWD,Gas,Gray,Gray,0,3,Personaluse,15800,7, CA
6151, JTHBA1D2XJ5078909,Lexus,IS,IS 300 RWD,2018,18746,22.0,32.0, Automatic,RWD,Gas,Blue,Black,1,1,Personaluse,30998,4, LA
6152, KMHGC4DD1CU193813,Hyundai,Genesis,3.8,2012,65838,18.0,28.0, Automatic,RWD,Gas,Black,Beige,0,2,Fleetuse,18998,10, AZ
6153, WP1AB2A55GLB48138,Porsche,Macan,S AWD,2016,28799,17.0,23.0, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,43998,6, FL
6154, 1GCRYCEH4LZ246274,Chevrolet,Silverado 1500,Custom Trail Boss Double Cab Standard Bed 4WD,2020,37314,14.0,18.0, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,39998,2, KS
6155, ZACCJABB9HPF76688,Jeep,Renegade,Latitude FWD,2017,88729,24.0,31.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,17590,5, TX
6156, 5XYPGDA30KG437312,Kia,Sorento,LX I4 AWD,2019,98733,21.0,26.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,21590,3, AZ
6157, 1FM5K8D8XFGB64091,Ford,Explorer,XLT 4WD,2015,83125,17.0,23.0, Automatic,4WD,Gas,Gray,Black,0,2,Fleetuse,22000,7, TX
6158, 5NPE24AF8HH451640,Hyundai,Sonata,SE 2.4L (PZEV),2017,91736,25.0,36.0, Automatic,FWD,Gas,Blue,Gray,1,2,Personaluse,15998,5, PA
