,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
6234, 1C4RJEAG7LC128817,Jeep,"['Grand', 'Cherokee']",Altitude RWD,2020,"28,339",19,26, Automatic, RWD,Gas,Red,Black,0,1, Personal use,"Laguna Niguel, CA","34,990"
6235, 1C4RJFBGXJC249228,Jeep,"['Grand', 'Cherokee']",Sterling Edition 4WD,2018,"22,238",18,25, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Dayton, OH","35,590"
6236, 5UXCR6C5XKLL52533,BMW,['X5'],xDrive40i,2019,"39,974",20,26, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"Clearwater, FL","50,593"
6237, 3GNCJNSB9HL274499,Chevrolet,['Trax'],LS AWD,2017,"94,194",24,30, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Miami, FL","13,681"
6238, WA1VAAF70HD000656,Audi,['Q7'],Prestige 3.0S TFSI,2017,"89,017",19,25, Automatic, AWD,Supercharged,Black,Black,0,2, Personal use,"Garland, TX","32,250"
6239, WBAWL73518PX58057,BMW,"['3', 'Series']",335i Convertible,2008,"103,700",19,28, Automatic, RWD,Gas,Silver,Brown,0,3, Personal use,"Prince Frederick, MD","14,995"
6240, JTEZU5JR3K5198127,Toyota,['4Runner'],SR5 RWD,2019,"62,829",17,21, Automatic, RWD,Gas,White,Black,0,1, Fleet use,"Savannah, GA","32,990"
6241, WAU32AFD8FN002658,Audi,['A8'],L 4.0T,2015,"55,319",18,29, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Brownsville, TN","36,590"
6242, SALGS2TF2FA210812,Land,"['Rover', 'Range', 'Rover']",Supercharged,2015,"48,097",14,19, Automatic, 4WD,Supercharged,Black,Black,0,2, Personal use,"Fort Worth, TX","54,998"
6243, KM8J3CA47HU438402,Hyundai,['Tucson'],SE AWD,2017,"77,120",21,26, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Watertown, CT","19,998"
6244, 2T3P1RFV5KW039927,Toyota,['RAV4'],XLE AWD,2019,"10,269",25,33, Automatic, AWD,Gas,Blue,Unknown,0,1, Personal use,"Amarillo, TX","34,995"
6245, 4T1BF1FK0CU075621,Toyota,['Camry'],SE I4 Automatic,2012,"198,636",25,35, Automatic, FWD,Gas,Unknown,Black,1,2, Personal use,"Tuscaloosa, AL","7,995"
6246, KNDJN2A25E7013133,Kia,['Soul'],Base Automatic,2014,"16,806",24,30, Manual, FWD,Gas,Brown,Black,0,3, Personal use,"Pharr, TX","15,990"
6247, JTHBK1GG9E2088018,Lexus,['ES'],ES 350,2014,"63,343",21,31, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Frisco, TX","23,998"
6248, 5N1DR2MN6JC634367,Nissan,['Pathfinder'],SV FWD,2018,"49,228",20,27, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Lakeport, CA","23,990"
6249, 2C3CDZFJ8KH719733,Dodge,['Challenger'],R/T Scat Pack RWD,2019,"28,466",14,23, Manual, RWD,Gas,Gray,Black,0,1, Personal use,"Fairfield, OH","40,998"
6250, 4S4BTANC7L3125052,Subaru,['Outback'],2.5i Limited,2020,"16,380",26,33, Automatic, AWD,Gas,Gray,Gray,1,1, Personal use,"McAllen, TX","35,998"
6251, 1FA6P8TH6K5197550,Ford,['Mustang'],EcoBoost Fastback,2019,"26,072",21,31, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Lafayette, IN","28,998"
6252, JM3KFADM9K1554572,Mazda,['CX-5'],Grand Touring FWD,2019,"43,188",25,31, Automatic, FWD,Gas,White,Beige,0,1, Personal use,"Mesa, AZ","28,100"
6253, 2LMPJ8KR4JBL47272,Lincoln,['MKX'],Select AWD,2018,"38,404",16,23, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Houston, TX","30,998"
6254, 1V2NR2CA7KC568130,Volkswagen,['Atlas'],V6 SEL Premium 3.6L 4MOTION,2019,"52,993",17,23, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Tulsa, OK","38,000"
6255, 5UXCR6C0XN9M25566,BMW,['X5'],xDrive40i,2022,"1,618",21,25, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Lawrenceville, GA","67,211"
6256, SALCR2BG3HH658474,Land,"['Rover', 'Discovery', 'Sport']",HSE,2017,"64,816",20,25, Automatic, 4WD,Gas,Red,Black,0,2, Personal use,"Plantation, FL","30,998"
6257, WBAYF8C51DD141128,BMW,"['7', 'Series']",750Li xDrive AWD,2013,"42,169",16,24, Automatic, AWD,Gas,Black,Black,1,3, Personal use,"Hayward, CA","34,998"
6258, 5NPE24AF7FH228292,Hyundai,['Sonata'],SE 2.4L,2015,"94,080",25,37, Automatic, FWD,Gas,Gray,Gray,0,2, Personal use,"Jupiter, FL","15,998"
6259, JTJDARDZ9M2250419,Lexus,['NX'],NX 300 AWD,2021,"11,163",22,28, Automatic, AWD,Gas,Orange,Black,0,1, Personal use,"Fond du Lac, WI","40,800"
6260, 3C3CFFAR9DT561435,FIAT,['500'],Pop Hatch,2013,"98,778",31,40, Automatic, FWD,Gas,Copper,Black,0,1, Personal use,"Blackfoot, ID","8,999"
6261, 1FTEW1EG5KFC78750,Ford,['F-150'],Limited SuperCrew 5.5' Box 4WD,2019,"91,059",17,21, Automatic, 4WD,Gas,Black,Beige,0,2, Personal use,"Fayetteville, NC","50,998"
6262, 2FMPK4J95KBC00639,Ford,['Edge'],SEL AWD,2019,"29,378",21,28, Automatic, AWD,Gas,Gray,Black,1,1, Fleet use,"Dallas, TX","28,950"
6263, JF2SKAWC3KH479742,Subaru,['Forester'],2.5i Touring,2019,"31,159",26,33, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Greenville, SC","31,998"
6264, 3N1AB7APXKY394864,Nissan,['Sentra'],SR CVT,2019,"72,661",29,37, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Lubbock, TX","19,998"
6265, 1N6AD0ER1JN746409,Nissan,['Frontier'],SV V6 Crew Cab 2WD Auto,2018,"50,775",16,22, Automatic, RWD,Gas,White,Gray,0,2, Fleet use,"Van Nuys, CA","25,590"
6266, 3C4NJCCB2JT406271,Jeep,['Compass'],Limited FWD,2018,"51,930",22,31, Automatic, FWD,Gas,Gray,Black,0,3, Fleet use,"Red Wing, MN","22,998"
6267, 1C4PJMBX2LD563173,Jeep,['Cherokee'],Trailhawk 4WD,2020,"41,256",18,24, Automatic, 4WD,Gas,Silver,Black,0,2, Personal use,"Bronx, NY","29,998"
6268, 3KPF24AD2ME312556,Kia,['Forte'],FE Manual,2021,"13,802",27,37, Manual, FWD,Gas,Black,Black,0,1, Personal use,"Marlborough, MA","20,990"
6269, 3D7KS28D25G783563,Dodge,"['Ram', '2500']",SLT Quad Cab Regular Bed 4WD,2005,"112,213",,, Automatic, 4WD,Gas,Gray,Gray,0,3, Personal use,"Alcoa, TN","15,995"
6270, 2G1WB5E39E1138564,Chevrolet,"['Impala', 'Limited']",4dr Sedan LT Fleet,2014,"77,871",18,30, Automatic, FWD,Gas,Red,Black,0,2, Personal use,"San Francisco, CA","11,888"
6271, 5YFBURHE5KP910558,Toyota,['Corolla'],SE CVT,2019,"27,114",28,35, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Grand Rapids, MI","22,998"
6272, 3PCAJ5M39KF117096,INFINITI,['QX50'],ESSENTIAL AWD,2019,"28,307",24,30, Automatic, AWD,Gas,White,Gray,0,2, Personal use,"Louisville, KY","35,998"
6273, KMHH35LE3JU075330,Hyundai,['Elantra'],GT Hatchback Automatic,2018,"21,694",24,32, Automatic, FWD,Gas,Red,Black,0,1, Personal use,"Hoover, AL","19,990"
6274, 2T3DFREV0DW007203,Toyota,['RAV4'],Limited AWD,2013,"101,111",22,29, Automatic, AWD,Gas,Unknown,Unknown,0,4, Personal use,"Louisville, KY","18,495"
6275, 1GCGTDENXL1232038,Chevrolet,['Colorado'],Z71 Crew Cab Short Box 4WD,2020,"24,724",17,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Houston, TX","37,998"
6276, KM8J33AL6KU861017,Hyundai,['Tucson'],SEL FWD,2019,"25,819",22,28, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Abilene, TX","25,998"
6277, 3C4NJDBB4NT123867,Jeep,['Compass'],Latitude 4WD,2022,"3,656",22,30, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Fort Myers, FL","31,175"
6278, 2T3P1RFV5KW082938,Toyota,['RAV4'],XLE AWD,2019,"75,756",25,33, Automatic, AWD,Gas,Gray,Black,1,1, Personal use,"El Cajon, CA","26,988"
6279, JTMRWRFVXKD007854,Toyota,['RAV4'],Hybrid XLE AWD,2019,"17,845",38,41, Automatic, AWD,Hybrid,Gray,Black,0,1, Personal use,"Athens, GA","36,990"
6280, 5XXG64J22NG124331,Kia,['K5'],GT-Line FWD,2022,"3,674",27,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Burleson, TX","33,990"
6281, 5NPE24AF1FH104518,Hyundai,['Sonata'],SE 2.4L,2015,"59,038",25,37, Automatic, FWD,Gas,Blue,Beige,0,1, Personal use,"Live Oak, TX","16,590"
6282, 3C4NJCAB5LT108304,Jeep,['Compass'],Sport FWD,2020,"28,110",23,32, Automatic, FWD,Gas,White,Black,1,2, Personal use,"Beaumont, TX","24,998"
6283, JA4AD3A36LZ019228,Mitsubishi,['Outlander'],SEL FWD,2020,"41,245",25,30, Automatic, FWD,Gas,Red,Black,0,1, Fleet use,"Plano, TX","24,998"
6284, 1FTFW1EF3EKG46253,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2014,"99,633",14,19, Automatic, 4WD,Gas,White,Unknown,0,1, Personal use,"Fort Worth, TX","25,998"
6285, WBXJG9C08L5R32506,BMW,['X1'],xDrive28i AWD,2020,"48,958",23,31, Automatic, AWD,Gas,White,Black,0,1, Fleet use,"St. Petersburg, FL","30,998"
6286, 58AGZ1B18LU058598,Lexus,['ES'],ES 350 F Sport,2020,"12,910",22,31, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"El Monte, CA","41,590"
6287, 1C6SRFRT3KN621454,Ram,['1500'],"Laramie Crew Cab 6'4"" Box 4WD",2019,"82,414",19,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Scotia, NY","41,393"
6288, WBXHU7C59K5L11684,BMW,['X1'],sDrive28i FWD,2019,"37,496",23,32, Automatic, FWD,Gas,Blue,Black,0,1, Personal use,"West Palm Beach, FL","28,998"
6289, WMWSV3C5XDT393641,MINI,['Hardtop'],S Hardtop 2-Door,2013,"82,401",26,35, Automatic, FWD,Gas,Blue,Black,0,2, Personal use,"Carrollton, TX","15,998"
6290, 2T3J1RFV2KW043536,Toyota,['RAV4'],Adventure AWD,2019,"28,231",25,33, Automatic, AWD,Gas,Gray,Gray,0,1, Personal use,"El Paso, TX","36,995"
6291, 5J6RM4H35FL001941,Honda,['CR-V'],LX AWD,2015,"63,490",26,33, Automatic, AWD,Gas,Gray,Gray,0,1, Personal use,"Parma, OH","19,590"
6292, 1FTFW1E17KFC17254,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2019,"16,989",16,22, Automatic, 4WD,Diesel,Black,Black,0,1, Personal use,"Olympia, WA","59,998"
6293, JN1EV7AP3KM511275,INFINITI,['Q50'],3.0t SPORT RWD,2019,"35,402",20,29, Automatic, RWD,Gas,White,Gray,0,1, Personal use,"Hudson, WI","33,998"
6294, KMHD74LFXLU041846,Hyundai,['Elantra'],SE 2.0L IVT,2020,"16,398",30,40, Automatic, FWD,Gas,Red,Beige,0,2, Personal use,"Irving, TX","20,998"
6295, 5TDEBRCH9LS007679,Toyota,['Highlander'],Hybrid Limited Platinum AWD,2020,"7,806",34,35, Automatic, AWD,Hybrid,White,Brown,0,1, Personal use,"Fresno, CA","53,990"
6296, 1FTER4EH9KLB24013,Ford,['Ranger'],XLT SuperCrew 5' Box 2WD,2019,"33,776",21,26, Automatic, RWD,Gas,White,Gray,0,1, Personal use,"Michigan City, IN","30,990"
6297, 55SWF8EB6KU303594,Mercedes-Benz,['C-Class'],C 300 Sedan 4MATIC,2019,"39,629",,,,,,Black,Black,0,1, Personal use,"Butler, PA","38,500"
6298, 4JGDA5JBXJB201790,Mercedes-Benz,['GLE'],GLE 350 SUV RWD,2018,"35,731",18,23, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Riviera Beach, FL","38,990"
6299, 1N6AA1E61JN502036,Nissan,['Titan'],SL Crew Cab 2WD,2018,"39,333",15,21, Automatic, RWD,Gas,Black,Black,0,2, Personal use,"Hillsboro, OR","34,998"
6300, 1FMCU9J9XJUD33265,Ford,['Escape'],Titanium 4WD,2018,"54,695",20,27, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Hot Springs, AR","24,550"
6301, 1GNERFKW9LJ127464,Chevrolet,['Traverse'],LS with 1LS FWD,2020,"33,166",18,27, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Jacksonville, NC","32,998"
6302, WDDPK3JA3LF167008,Mercedes-Benz,['SLC'],SLC 300,2020,"47,968",23,32, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Odessa, TX","43,993"
6303, 4T1BK3DB5BU404810,Toyota,['Avalon'],Sedan,2011,"68,765",20,29, Automatic, FWD,Gas,Unknown,Unknown,0,1, Personal use,"Pasadena, TX","15,995"
6304, W1KWF8EB3MR645637,Mercedes-Benz,['C-Class'],C 300 Sedan 4MATIC,2021,"13,885",23,33, Automatic, AWD,Gas,White,Beige,0,1, Personal use,"Dallas, TX","39,995"
6305, 2T3WFREV4JW412999,Toyota,['RAV4'],Adventure FWD,2018,"85,520",23,30, Automatic, FWD,Gas,Silver,Black,0,3, Personal use,"Fairfield, OH","22,588"
6306, JTMC1RFV2KD507981,Toyota,['RAV4'],XLE Premium FWD,2019,"16,313",27,34, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Mchenry, IL","34,998"
6307, 5NPE34AF8KH807556,Hyundai,['Sonata'],Limited 2.4L,2019,"35,178",25,33, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Chantilly, VA","28,500"
6308, 1GC1YNE7XLF337695,Chevrolet,"['Silverado', '2500HD']",LT Crew Cab Standard Bed 4WD,2020,"6,520",,, Automatic, 4WD,Gas,Blue,Black,0,1, Personal use,"Jacksonville, FL","57,590"
6309, JN8AT2MV2JW317942,Nissan,['Rogue'],SL AWD,2018,"55,834",25,32, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"San Diego, CA","23,590"
6310, 1GCGTEEN5K1312268,Chevrolet,['Colorado'],ZR2 Crew Cab Short Box 4WD,2019,"11,140",16,18, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Everett, WA","43,998"
6311, 58ABK1GG0HU077004,Lexus,['ES'],ES 350,2017,"71,420",21,30, Automatic, FWD,Gas,White,Unknown,0,2, Personal use,"Wendell, NC","26,998"
6312, 1GYFZFR4XLF093274,Cadillac,['XT4'],Sport AWD,2020,"49,904",22,29, Automatic, AWD,Gas,White,Black,0,1, Fleet use,"Buda, TX","35,990"
6313, 2FMPK4J98KBC42545,Ford,['Edge'],SEL AWD,2019,"54,070",21,28, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Colorado Springs, CO","26,950"
6314, 2HGFC2F58HH576203,Honda,['Civic'],LX Sedan CVT,2017,"58,857",31,40, Automatic, FWD,Gas,Black,Black,1,1, Personal use,"Dallas, TX","20,998"
6315, 3VWN57BU5KM105517,Volkswagen,['Jetta'],S Manual,2019,"37,112",30,40, Manual, FWD,Gas,White,Black,0,1, Personal use,"Comstock, NY","19,998"
6316, SHHFK7H89KU205309,Honda,['Civic'],EX-L Navi Hatchback CVT,2019,"16,835",31,40, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Downers Grove, IL","28,998"
6317, KMHE34L12HA053941,Hyundai,['Sonata'],Hybrid Limited 2.0L,2017,"24,361",38,43, Automatic, FWD,Hybrid,White,Gray,0,2, Personal use,"West Palm Beach, FL","24,990"
6318, WAUL2AF28KN083220,Audi,['A6'],Premium Plus 3.0,2019,"21,572",22,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Lithia Springs, GA","49,500"
6319, 1FA6P8CFXK5169703,Ford,['Mustang'],GT Fastback,2019,"29,657",15,24, Manual, RWD,Gas,Black,Black,0,2, Personal use,"Cornelius, NC","38,998"
6320, 3G1BE6SM2HS585190,Chevrolet,['Cruze'],LT with 1SD Hatchback Automatic,2017,"74,578",29,38, Automatic, FWD,Gas,Black,Black,1,2, Fleet use,"San Antonio, TX","16,590"
6321, 4T1BF1FK7DU669415,Toyota,['Camry'],SE I4 Automatic,2013,"88,799",25,35, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Miami, FL","16,590"
6322, 1G1ZB5ST3GF322105,Chevrolet,['Malibu'],LS with 1LS,2016,"68,646",27,37, Automatic, FWD,Gas,Black,Black,0,3, Personal use,"Peoria, IL","16,990"
6323, 1GC1K0EG6FF188825,Chevrolet,"['Silverado', '3500HD']",LTZ Crew Cab Standard Box 4WD SRW,2015,"69,776",,, Automatic, 4WD,Gas,White,Brown,0,3, Personal use,"Weatherford, TX","49,990"
6324, WP0CB2A95ES154540,Porsche,['911'],Carrera S Cabriolet,2014,"32,075",19,27, Automatic, RWD,Gas,Black,Unknown,0,2, Fleet use,"Bradenton, FL","75,998"
6325, SADCM2FV6KA352937,Jaguar,['F-PACE'],S,2019,"55,933",18,23, Automatic, AWD,Supercharged,White,Black,0,2, Personal use,"Fort Wayne, IN","45,998"
6326, JM3KFABM5K1681922,Mazda,['CX-5'],Sport FWD,2019,"29,054",25,31, Automatic, FWD,Gas,Red,Black,0,1, Personal use,"Indianapolis, IN","25,998"
6327, 2C3CDXBG1KH603059,Dodge,['Charger'],SXT RWD,2019,"34,795",19,30, Automatic, RWD,Gas,Black,Black,0,2, Personal use,"Avondale, AZ","23,888"
6328, 3GNAXTEXXJS640676,Chevrolet,['Equinox'],LT with 2LT AWD,2018,"41,963",22,28, Automatic, AWD,Gas,Blue,Black,0,2, Fleet use,"East Brunswick, NJ","23,998"
6329, WP0AF2A78FL081038,Porsche,['Panamera'],GTS,2015,"28,992",16,24, Automatic, AWD,Gas,Red,Beige,0,1, Personal use,"Costa Mesa, CA","66,990"
6330, KNAGM4A79F5571789,Kia,['Optima'],LX,2015,"36,125",23,34, Automatic, FWD,Gas,Blue,Gray,0,3, Fleet use,"West Palm Beach, FL","16,000"
6331, SALCJ2FX1LH843813,Land,"['Rover', 'Discovery', 'Sport']",S,2020,"26,741",19,24, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Raleigh, NC","36,998"
6332, JTJGZKCA2K2009565,Lexus,['RX'],RX 350L Premium FWD,2019,"40,912",19,26, Automatic, FWD,Gas,Black,Beige,0,1, Personal use,"Southern Pines, NC","41,590"
6333, 2HKRW2H55JH646737,Honda,['CR-V'],EX AWD,2018,"33,014",27,33, Automatic, AWD,Gas,Silver,Unknown,0,1, Personal use,"Fort Worth, TX","28,378"
6334, 1FMCU9JX3FUA02954,Ford,['Escape'],Titamium 4WD,2015,"106,025",22,29, Automatic, 4WD,Gas,Silver,Black,0,3, Personal use,"Downey, CA","16,998"
6335, 4T1C11AK9LU500263,Toyota,['Camry'],LE FWD Automatic,2020,"41,498",28,39, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Forest Hills, NY","25,995"
6336, 4JGDA5JBXJB052877,Mercedes-Benz,['GLE'],GLE 350 SUV RWD,2018,"35,706",18,23, Automatic, RWD,Gas,White,Black,0,2, Fleet use,"Sanford, FL","38,590"
6337, 1C4PJMBS3FW756445,Jeep,['Cherokee'],Trailhawk 4WD,2015,"83,419",19,25, Automatic, 4WD,Gas,Black,Black,1,2, Personal use,"Sayville, NY","21,536"
6338, KNDJP3A55J7519128,Kia,['Soul'],#NAME?,2018,"48,332",25,30, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Chandler, AZ","17,990"
6339, 5TFCZ5AN0JX155103,Toyota,['Tacoma'],SR Double Cab 5' Bed V6 4WD Automatic,2018,"22,958",18,22, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Elida, OH","36,998"
6340, 4T1BF1FK8CU599521,Toyota,['Camry'],L I4 Automatic,2012,"74,203",25,35, Automatic, FWD,Gas,Black,Beige,0,1, Personal use,"Pensacola, FL","15,990"
6341, JF2SKAEC4KH510255,Subaru,['Forester'],2.5i Premium,2019,"58,997",26,33, Automatic, AWD,Gas,Black,Gray,0,1, Personal use,"St. Petersburg, FL","26,750"
6342, 1G1ZD5STXLF045800,Chevrolet,['Malibu'],LT,2020,"62,301",29,36, Automatic, FWD,Gas,White,Gray,0,2, Personal use,"Daphne, AL","24,900"
6343, SADCJ2FX0KA362289,Jaguar,['F-PACE'],Premium 25t,2019,"38,089",22,27, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Charlotte, NC","36,998"
6344, 3VWN57BU9KM118738,Volkswagen,['Jetta'],S Manual,2019,"47,159",30,40, Manual, FWD,Gas,Black,Black,0,2, Personal use,"Tampa, FL","19,998"
6345, 1C3CCCAB3GN175494,Chrysler,['200'],Limited FWD,2016,"66,358",23,36, Automatic, FWD,Gas,Gray,Beige,0,2, Personal use,"Madisonville, TX","17,590"
6346, 5TDDZRFH6KS954101,Toyota,['Highlander'],Limited V6 AWD,2019,"82,482",20,26, Automatic, AWD,Gas,Gray,Unknown,0,1, Personal use,"Saint Augustine, FL","37,255"
6347, 1GKKNKLA1MZ178211,GMC,['Acadia'],SLE FWD,2021,"19,654",21,27, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Fredericksburg, VA","34,998"
6348, WP0AD2A95ES167337,Porsche,['911'],Turbo S,2014,"27,581",17,24, Automatic, AWD,Gas,Blue,Black,0,3, Personal use,"Chandler, AZ","144,990"
6349, 4T1BF1FK2DU676336,Toyota,['Camry'],SE I4 Automatic,2013,"68,336",25,35, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Fresno, CA","16,990"
6350, JTEBU5JR2J5505724,Toyota,['4Runner'],SR5 4WD,2018,"28,245",17,20, Automatic, 4WD,Gas,Gray,Black,0,1, Fleet use,"San Jose, CA","38,590"
6351, 1G1ZG5ST0MF077406,Chevrolet,['Malibu'],RS,2021,"14,539",29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Lebanon, OR","26,998"
6352, 1GNKVFED2HJ232461,Chevrolet,['Traverse'],LS AWD,2017,"72,910",15,22, Automatic, AWD,Gas,Silver,Gray,1,2, Personal use,"Sarasota, FL","21,998"
6353, WAUGNAF43HN017323,Audi,['A4'],Premium FWD Automatic,2017,"41,992",25,33, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Abilene, TX","25,998"
6354, 1C4NJPFB2GD582528,Jeep,['Patriot'],Latitude FWD,2016,"58,675",23,30, Automatic, FWD,Gas,Red,Gray,0,2, Fleet use,"Sacramento, CA","16,590"
6355, 5N1AT2MV9HC762410,Nissan,['Rogue'],SV AWD,2017,"106,096",25,32, Automatic, AWD,Gas,Gray,Black,1,2, Fleet use,"Miami, FL","17,499"
6356, 3FA6P0HD9KR145740,Ford,['Fusion'],SE FWD,2019,"55,608",23,34, Automatic, FWD,Gas,Gray,Gray,0,2, Fleet use,"Naples, FL","18,700"
6357, 3G1BC5SM2HS522302,Chevrolet,['Cruze'],LS with 1SB Sedan Automatic,2017,"29,838",30,40, Automatic, FWD,Gas,White,Black,0,1, Personal use,"New Smyrna, FL","17,590"
6358, 1G1BE5SM1H7108601,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,2017,"81,219",30,40, Automatic, FWD,Gas,Gray,Gray,2,2, Fleet use,"Arlington, TX","15,390"
6359, 3FA6P0HD6JR157729,Ford,['Fusion'],SE FWD,2018,"69,654",21,32, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Arlington, TX","18,991"
6360, 1G1ZE5ST9HF192985,Chevrolet,['Malibu'],LT with 1LT,2017,"72,350",27,36, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Pottsville, PA","17,990"
6361, 1G1ZB5ST1GF262101,Chevrolet,['Malibu'],LS with 1LS,2016,"90,803",27,37, Automatic, FWD,Gas,Red,Black,0,3, Personal use,"Milton, FL","15,865"
6362, KNDJ23AU8L7026472,Kia,['Soul'],S IVT,2020,"18,346",27,33, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Keyport, NJ","21,998"
6363, 1N4AL3AP2FC454370,Nissan,['Altima'],2.5 S,2015,"122,895",27,38, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Fort Worth, TX","12,595"
6364, 1C4RJFCGXJC170981,Jeep,"['Grand', 'Cherokee']",Overland 4WD,2018,"37,019",18,25, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Fort Worth, TX","37,996"
6365, 1GT220CG2DZ130519,GMC,"['Sierra', '2500HD']",SLE Extended Cab Standard Box 4WD,2013,"141,304",,, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Frisco, TX","19,999"
6366, KNMAT2MV1GP630317,Nissan,['Rogue'],SV AWD,2016,"80,745",25,32, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Costa Mesa, CA","17,250"
6367, 5J8TC1H53KL007263,Acura,['RDX'],FWD with Technology Package,2019,"37,989",22,28, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Clovis, CA","34,998"
6368, 1FTFW1R61EFC00234,Ford,['F-150'],SVT Raptor SuperCrew 5.5' Box 4WD,2014,"97,990",11,16, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Miami, FL","44,998"
6369, 1G4ZP5SS3HU146438,Buick,['LaCrosse'],Essence FWD,2017,"71,306",21,31, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Odessa, TX","21,998"
6370, 1HGCR2F77DA246872,Honda,['Accord'],EX Sedan I4 CVT,2013,"117,639",27,36, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Addison, TX","15,500"
6371, JF2SKAJC6MH449208,Subaru,['Forester'],2.5i Premium,2021,"4,355",,,,,,White,Black,1,1, Personal use,"Columbus, GA","31,995"
6372, 2C4RDGCG1LR173744,Dodge,"['Grand', 'Caravan']",SXT Wagon,2020,"54,064",17,25, Automatic, FWD,Gas,Red,Black,0,1, Fleet use,"McKinney, TX","26,998"
6373, 3GNAXVEV8JL129813,Chevrolet,['Equinox'],Premier with 1LZ AWD,2018,"77,841",24,30, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Miami, FL","22,000"
6374, KL4CJCSM0KB897219,Buick,['Encore'],Essence FWD,2019,"60,692",25,30, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Savannah, GA","20,990"
6375, JTHC51FF3J5005325,Lexus,['LS'],LS 500 AWD,2018,"15,892",18,27, Automatic, AWD,Gas,Gray,Unknown,0,1, Personal use,"Duluth, GA","57,590"
6376, JM3KFACM2M1348787,Mazda,['CX-5'],Touring FWD,2021,"12,862",25,31, Automatic, FWD,Gas,Red,Black,1,1, Personal use,"West Palm Beach, FL","29,998"
6377, 3C6UR5NJ2GG193500,Ram,['2500'],"Laramie Mega Cab 6'4"" Box 4WD",2016,"47,657",,, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Lubbock, TX","49,590"
6378, 1FM5K8D89DGB86225,Ford,['Explorer'],XLT 4WD,2013,"125,006",17,23, Automatic, 4WD,Gas,Unknown,Black,0,2, Personal use,"Lakeside, CA","14,999"
